query;position;label1;label2
59;3;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
59;4;IRRELEVANT;RELEVANT
59;5;RELEVANT;RELEVANT
59;6;SOMEWHAT_RELEVANT;IRRELEVANT
59;7;IRRELEVANT;RELEVANT
59;8;RELEVANT;RELEVANT
59;9;RELEVANT;RELEVANT
59;10;IRRELEVANT;IRRELEVANT
60;1;RELEVANT;RELEVANT
60;2;IRRELEVANT;RELEVANT
60;3;SOMEWHAT_RELEVANT;RELEVANT
60;4;SOMEWHAT_RELEVANT;RELEVANT
60;5;IRRELEVANT;IRRELEVANT
60;6;RELEVANT;SOMEWHAT_RELEVANT
60;7;IRRELEVANT;RELEVANT
60;8;SOMEWHAT_RELEVANT;RELEVANT
60;9;SOMEWHAT_RELEVANT;IRRELEVANT
60;10;SOMEWHAT_RELEVANT;RELEVANT
61;1;RELEVANT;RELEVANT
61;2;SOMEWHAT_RELEVANT;RELEVANT
61;3;RELEVANT;SOMEWHAT_RELEVANT
61;4;RELEVANT;RELEVANT
61;5;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
61;6;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
61;7;RELEVANT;RELEVANT
61;8;SOMEWHAT_RELEVANT;RELEVANT
61;9;IRRELEVANT;RELEVANT
61;10;SOMEWHAT_RELEVANT;RELEVANT
62;1;SOMEWHAT_RELEVANT;IRRELEVANT
62;2;RELEVANT;RELEVANT
62;3;IRRELEVANT;RELEVANT
62;4;IRRELEVANT;IRRELEVANT
62;5;IRRELEVANT;IRRELEVANT
62;6;SOMEWHAT_RELEVANT;RELEVANT
62;7;IRRELEVANT;SOMEWHAT_RELEVANT
62;8;IRRELEVANT;RELEVANT
62;9;RELEVANT;IRRELEVANT
62;10;IRRELEVANT;IRRELEVANT
63;1;RELEVANT;RELEVANT
63;2;RELEVANT;SOMEWHAT_RELEVANT
63;3;RELEVANT;IRRELEVANT
63;4;RELEVANT;RELEVANT
63;5;IRRELEVANT;SOMEWHAT_RELEVANT
63;6;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
63;7;RELEVANT;RELEVANT
63;8;IRRELEVANT;SOMEWHAT_RELEVANT
63;9;IRRELEVANT;RELEVANT
63;10;RELEVANT;RELEVANT
64;1;SOMEWHAT_RELEVANT;RELEVANT
64;2;RELEVANT;IRRELEVANT
64;3;IRRELEVANT;IRRELEVANT
64;4;RELEVANT;SOMEWHAT_RELEVANT
64;5;RELEVANT;RELEVANT
64;6;IRRELEVANT;SOMEWHAT_RELEVANT
64;7;RELEVANT;SOMEWHAT_RELEVANT
64;8;IRRELEVANT;RELEVANT
64;9;RELEVANT;IRRELEVANT
64;10;SOMEWHAT_RELEVANT;IRRELEVANT
65;1;RELEVANT;IRRELEVANT
65;2;RELEVANT;IRRELEVANT
65;3;RELEVANT;SOMEWHAT_RELEVANT
65;4;RELEVANT;RELEVANT
65;5;RELEVANT;RELEVANT
65;6;RELEVANT;RELEVANT
65;7;RELEVANT;SOMEWHAT_RELEVANT
65;8;SOMEWHAT_RELEVANT;IRRELEVANT
65;9;RELEVANT;SOMEWHAT_RELEVANT
65;10;IRRELEVANT;RELEVANT
66;1;IRRELEVANT;SOMEWHAT_RELEVANT
66;2;IRRELEVANT;RELEVANT
66;3;RELEVANT;IRRELEVANT
66;4;RELEVANT;RELEVANT
66;5;RELEVANT;RELEVANT
66;6;IRRELEVANT;RELEVANT
66;7;IRRELEVANT;RELEVANT
66;8;RELEVANT;IRRELEVANT
66;9;RELEVANT;RELEVANT
66;10;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
67;1;SOMEWHAT_RELEVANT;RELEVANT
67;2;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
67;3;RELEVANT;RELEVANT
67;4;IRRELEVANT;IRRELEVANT
67;5;SOMEWHAT_RELEVANT;RELEVANT
67;6;RELEVANT;RELEVANT
67;7;RELEVANT;RELEVANT
67;8;SOMEWHAT_RELEVANT;RELEVANT
67;9;RELEVANT;RELEVANT
67;10;SOMEWHAT_RELEVANT;RELEVANT
68;1;SOMEWHAT_RELEVANT;IRRELEVANT
68;2;IRRELEVANT;RELEVANT
68;3;SOMEWHAT_RELEVANT;RELEVANT
68;4;IRRELEVANT;RELEVANT
68;5;IRRELEVANT;RELEVANT
68;6;SOMEWHAT_RELEVANT;RELEVANT
68;7;RELEVANT;IRRELEVANT
68;8;RELEVANT;IRRELEVANT
68;9;RELEVANT;RELEVANT
68;10;IRRELEVANT;RELEVANT
69;1;IRRELEVANT;IRRELEVANT
69;2;IRRELEVANT;IRRELEVANT
69;3;IRRELEVANT;RELEVANT
69;4;IRRELEVANT;SOMEWHAT_RELEVANT
69;5;IRRELEVANT;SOMEWHAT_RELEVANT
69;6;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
69;7;SOMEWHAT_RELEVANT;RELEVANT
69;8;IRRELEVANT;RELEVANT
69;9;IRRELEVANT;RELEVANT
69;10;RELEVANT;RELEVANT
70;1;SOMEWHAT_RELEVANT;IRRELEVANT
70;2;SOMEWHAT_RELEVANT;IRRELEVANT
70;3;SOMEWHAT_RELEVANT;RELEVANT
70;4;SOMEWHAT_RELEVANT;IRRELEVANT
70;5;RELEVANT;RELEVANT
70;6;RELEVANT;SOMEWHAT_RELEVANT
70;7;RELEVANT;RELEVANT
70;8;SOMEWHAT_RELEVANT;RELEVANT
70;9;SOMEWHAT_RELEVANT;RELEVANT
70;10;RELEVANT;IRRELEVANT
71;1;IRRELEVANT;RELEVANT
71;2;RELEVANT;RELEVANT
71;3;RELEVANT;SOMEWHAT_RELEVANT
71;4;IRRELEVANT;RELEVANT
71;5;RELEVANT;RELEVANT
71;6;SOMEWHAT_RELEVANT;RELEVANT
71;7;RELEVANT;SOMEWHAT_RELEVANT
71;8;RELEVANT;RELEVANT
71;9;RELEVANT;IRRELEVANT
71;10;IRRELEVANT;RELEVANT
72;1;IRRELEVANT;RELEVANT
72;2;RELEVANT;RELEVANT
72;3;RELEVANT;IRRELEVANT
72;4;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
72;5;RELEVANT;SOMEWHAT_RELEVANT
72;6;IRRELEVANT;RELEVANT
72;7;IRRELEVANT;IRRELEVANT
72;8;SOMEWHAT_RELEVANT;RELEVANT
72;9;SOMEWHAT_RELEVANT;RELEVANT
72;10;IRRELEVANT;RELEVANT
73;1;IRRELEVANT;RELEVANT
73;2;RELEVANT;RELEVANT
73;3;RELEVANT;RELEVANT
73;4;SOMEWHAT_RELEVANT;RELEVANT
73;5;RELEVANT;RELEVANT
73;6;RELEVANT;RELEVANT
73;7;RELEVANT;RELEVANT
73;8;IRRELEVANT;RELEVANT
73;9;SOMEWHAT_RELEVANT;IRRELEVANT
73;10;IRRELEVANT;RELEVANT
74;1;IRRELEVANT;IRRELEVANT
74;2;SOMEWHAT_RELEVANT;RELEVANT
74;3;RELEVANT;RELEVANT
74;4;RELEVANT;IRRELEVANT
74;5;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
74;6;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
74;7;IRRELEVANT;RELEVANT
74;8;RELEVANT;SOMEWHAT_RELEVANT
74;9;RELEVANT;RELEVANT
74;10;IRRELEVANT;IRRELEVANT
75;1;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
75;2;RELEVANT;RELEVANT
75;3;SOMEWHAT_RELEVANT;RELEVANT
75;4;SOMEWHAT_RELEVANT;RELEVANT
75;5;IRRELEVANT;RELEVANT
75;6;IRRELEVANT;SOMEWHAT_RELEVANT
75;7;RELEVANT;IRRELEVANT
75;8;RELEVANT;RELEVANT
75;9;RELEVANT;RELEVANT
75;10;RELEVANT;SOMEWHAT_RELEVANT
76;1;RELEVANT;SOMEWHAT_RELEVANT
76;2;RELEVANT;RELEVANT
76;3;RELEVANT;RELEVANT
76;4;SOMEWHAT_RELEVANT;IRRELEVANT
76;5;SOMEWHAT_RELEVANT;RELEVANT
76;6;SOMEWHAT_RELEVANT;IRRELEVANT
76;7;IRRELEVANT;RELEVANT
76;8;SOMEWHAT_RELEVANT;RELEVANT
76;9;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
76;10;RELEVANT;RELEVANT
77;1;SOMEWHAT_RELEVANT;IRRELEVANT
77;2;RELEVANT;RELEVANT
77;3;SOMEWHAT_RELEVANT;RELEVANT
77;4;RELEVANT;SOMEWHAT_RELEVANT
77;5;IRRELEVANT;IRRELEVANT
77;6;RELEVANT;RELEVANT
77;7;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
77;8;RELEVANT;SOMEWHAT_RELEVANT
77;9;RELEVANT;RELEVANT
77;10;IRRELEVANT;RELEVANT
78;1;RELEVANT;RELEVANT
78;2;IRRELEVANT;RELEVANT
78;3;RELEVANT;RELEVANT
78;4;RELEVANT;RELEVANT
78;5;RELEVANT;RELEVANT
78;6;SOMEWHAT_RELEVANT;RELEVANT
78;7;RELEVANT;RELEVANT
78;8;SOMEWHAT_RELEVANT;RELEVANT
78;9;IRRELEVANT;IRRELEVANT
78;10;IRRELEVANT;IRRELEVANT
79;1;RELEVANT;SOMEWHAT_RELEVANT
79;2;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
79;3;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
79;4;RELEVANT;RELEVANT
79;5;SOMEWHAT_RELEVANT;IRRELEVANT
79;6;IRRELEVANT;SOMEWHAT_RELEVANT
79;7;RELEVANT;SOMEWHAT_RELEVANT
79;8;SOMEWHAT_RELEVANT;RELEVANT
79;9;IRRELEVANT;RELEVANT
79;10;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
80;1;RELEVANT;IRRELEVANT
80;2;SOMEWHAT_RELEVANT;RELEVANT
80;3;IRRELEVANT;RELEVANT
80;4;IRRELEVANT;RELEVANT
80;5;IRRELEVANT;RELEVANT
80;6;RELEVANT;RELEVANT
80;7;IRRELEVANT;IRRELEVANT
80;8;RELEVANT;IRRELEVANT
80;9;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
80;10;RELEVANT;RELEVANT
81;1;RELEVANT;SOMEWHAT_RELEVANT
81;2;IRRELEVANT;RELEVANT
81;3;IRRELEVANT;RELEVANT
81;4;IRRELEVANT;RELEVANT
81;5;RELEVANT;SOMEWHAT_RELEVANT
81;6;IRRELEVANT;RELEVANT
81;7;IRRELEVANT;RELEVANT
81;8;SOMEWHAT_RELEVANT;RELEVANT
81;9;RELEVANT;IRRELEVANT
81;10;SOMEWHAT_RELEVANT;RELEVANT
82;1;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
82;2;SOMEWHAT_RELEVANT;RELEVANT
82;3;IRRELEVANT;RELEVANT
82;4;RELEVANT;SOMEWHAT_RELEVANT
82;5;SOMEWHAT_RELEVANT;RELEVANT
82;6;RELEVANT;IRRELEVANT
82;7;RELEVANT;RELEVANT
82;8;IRRELEVANT;IRRELEVANT
82;9;IRRELEVANT;SOMEWHAT_RELEVANT
82;10;IRRELEVANT;RELEVANT
83;1;RELEVANT;RELEVANT
83;2;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
83;3;RELEVANT;RELEVANT
83;4;RELEVANT;SOMEWHAT_RELEVANT
83;5;SOMEWHAT_RELEVANT;IRRELEVANT
83;6;IRRELEVANT;RELEVANT
83;7;RELEVANT;RELEVANT
83;8;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
83;9;IRRELEVANT;IRRELEVANT
83;10;RELEVANT;RELEVANT
84;1;RELEVANT;RELEVANT
84;2;RELEVANT;RELEVANT
84;3;RELEVANT;RELEVANT
84;4;IRRELEVANT;IRRELEVANT
84;5;IRRELEVANT;RELEVANT
84;6;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
84;7;IRRELEVANT;RELEVANT
84;8;RELEVANT;SOMEWHAT_RELEVANT
84;9;IRRELEVANT;IRRELEVANT
84;10;IRRELEVANT;RELEVANT
85;1;SOMEWHAT_RELEVANT;RELEVANT
85;2;RELEVANT;RELEVANT
85;3;RELEVANT;IRRELEVANT
85;4;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
85;5;RELEVANT;RELEVANT
85;6;SOMEWHAT_RELEVANT;RELEVANT
85;7;SOMEWHAT_RELEVANT;RELEVANT
85;8;RELEVANT;IRRELEVANT
85;9;SOMEWHAT_RELEVANT;RELEVANT
85;10;RELEVANT;IRRELEVANT
86;1;IRRELEVANT;RELEVANT
86;2;RELEVANT;RELEVANT
86;3;SOMEWHAT_RELEVANT;RELEVANT
86;4;SOMEWHAT_RELEVANT;RELEVANT
86;5;RELEVANT;SOMEWHAT_RELEVANT
86;6;IRRELEVANT;RELEVANT
86;7;RELEVANT;RELEVANT
86;8;RELEVANT;RELEVANT
86;9;SOMEWHAT_RELEVANT;RELEVANT
86;10;RELEVANT;RELEVANT
87;1;SOMEWHAT_RELEVANT;RELEVANT
87;2;IRRELEVANT;RELEVANT
87;3;RELEVANT;RELEVANT
87;4;IRRELEVANT;RELEVANT
87;5;RELEVANT;SOMEWHAT_RELEVANT
87;6;IRRELEVANT;RELEVANT
87;7;IRRELEVANT;RELEVANT
87;8;RELEVANT;RELEVANT
87;9;IRRELEVANT;SOMEWHAT_RELEVANT
87;10;SOMEWHAT_RELEVANT;RELEVANT
88;1;IRRELEVANT;RELEVANT
88;2;SOMEWHAT_RELEVANT;RELEVANT
88;3;RELEVANT;RELEVANT
88;4;SOMEWHAT_RELEVANT;RELEVANT
88;5;IRRELEVANT;RELEVANT
88;6;SOMEWHAT_RELEVANT;RELEVANT
88;7;IRRELEVANT;IRRELEVANT
88;8;IRRELEVANT;RELEVANT
88;9;SOMEWHAT_RELEVANT;RELEVANT
88;10;RELEVANT;RELEVANT
89;1;RELEVANT;RELEVANT
89;2;RELEVANT;RELEVANT
89;3;IRRELEVANT;SOMEWHAT_RELEVANT
89;4;SOMEWHAT_RELEVANT;RELEVANT
89;5;RELEVANT;RELEVANT
89;6;RELEVANT;RELEVANT
89;7;RELEVANT;RELEVANT
89;8;SOMEWHAT_RELEVANT;RELEVANT
89;9;RELEVANT;RELEVANT
89;10;SOMEWHAT_RELEVANT;RELEVANT
90;1;RELEVANT;RELEVANT
90;2;SOMEWHAT_RELEVANT;IRRELEVANT
90;3;IRRELEVANT;IRRELEVANT
90;4;RELEVANT;RELEVANT
90;5;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
90;6;RELEVANT;RELEVANT
90;7;RELEVANT;RELEVANT
90;8;RELEVANT;SOMEWHAT_RELEVANT
90;9;IRRELEVANT;RELEVANT
90;10;RELEVANT;RELEVANT
91;1;IRRELEVANT;RELEVANT
91;2;IRRELEVANT;RELEVANT
91;3;RELEVANT;SOMEWHAT_RELEVANT
91;4;RELEVANT;IRRELEVANT
91;5;IRRELEVANT;RELEVANT
91;6;RELEVANT;RELEVANT
91;7;RELEVANT;RELEVANT
91;8;SOMEWHAT_RELEVANT;RELEVANT
91;9;IRRELEVANT;IRRELEVANT
91;10;IRRELEVANT;IRRELEVANT
92;1;SOMEWHAT_RELEVANT;RELEVANT
92;2;IRRELEVANT;IRRELEVANT
92;3;IRRELEVANT;SOMEWHAT_RELEVANT
92;4;IRRELEVANT;RELEVANT
92;5;IRRELEVANT;SOMEWHAT_RELEVANT
92;6;IRRELEVANT;RELEVANT
92;7;RELEVANT;RELEVANT
92;8;RELEVANT;RELEVANT
92;9;RELEVANT;RELEVANT
92;10;IRRELEVANT;IRRELEVANT
93;1;RELEVANT;RELEVANT
93;2;IRRELEVANT;SOMEWHAT_RELEVANT
93;3;IRRELEVANT;IRRELEVANT
93;4;RELEVANT;SOMEWHAT_RELEVANT
93;5;IRRELEVANT;RELEVANT
93;6;SOMEWHAT_RELEVANT;IRRELEVANT
93;7;RELEVANT;RELEVANT
93;8;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
93;9;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
93;10;RELEVANT;RELEVANT
94;1;RELEVANT;RELEVANT
94;2;RELEVANT;IRRELEVANT
94;3;RELEVANT;RELEVANT
94;4;IRRELEVANT;IRRELEVANT
94;5;IRRELEVANT;IRRELEVANT
94;6;RELEVANT;SOMEWHAT_RELEVANT
94;7;RELEVANT;SOMEWHAT_RELEVANT
94;8;RELEVANT;RELEVANT
94;9;IRRELEVANT;RELEVANT
94;10;RELEVANT;IRRELEVANT
95;1;SOMEWHAT_RELEVANT;RELEVANT
95;2;IRRELEVANT;RELEVANT
95;3;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
95;4;RELEVANT;RELEVANT
95;5;SOMEWHAT_RELEVANT;RELEVANT
95;6;IRRELEVANT;RELEVANT
95;7;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
95;8;RELEVANT;RELEVANT
95;9;IRRELEVANT;RELEVANT
95;10;RELEVANT;RELEVANT
96;1;RELEVANT;RELEVANT
96;2;IRRELEVANT;IRRELEVANT
96;3;RELEVANT;RELEVANT
96;4;SOMEWHAT_RELEVANT;IRRELEVANT
96;5;RELEVANT;RELEVANT
96;6;IRRELEVANT;IRRELEVANT
96;7;IRRELEVANT;RELEVANT
96;8;SOMEWHAT_RELEVANT;RELEVANT
96;9;RELEVANT;RELEVANT
96;10;IRRELEVANT;RELEVANT
97;1;RELEVANT;RELEVANT
97;2;IRRELEVANT;RELEVANT
97;3;IRRELEVANT;IRRELEVANT
97;4;IRRELEVANT;RELEVANT
97;5;SOMEWHAT_RELEVANT;RELEVANT
97;6;IRRELEVANT;SOMEWHAT_RELEVANT
97;7;SOMEWHAT_RELEVANT;RELEVANT
97;8;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
97;9;RELEVANT;SOMEWHAT_RELEVANT
97;10;RELEVANT;RELEVANT
98;1;RELEVANT;RELEVANT
98;2;RELEVANT;IRRELEVANT
98;3;IRRELEVANT;RELEVANT
98;4;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
98;5;IRRELEVANT;SOMEWHAT_RELEVANT
98;6;SOMEWHAT_RELEVANT;IRRELEVANT
98;7;IRRELEVANT;IRRELEVANT
98;8;IRRELEVANT;IRRELEVANT
98;9;IRRELEVANT;RELEVANT
98;10;IRRELEVANT;RELEVANT
99;1;RELEVANT;IRRELEVANT
99;2;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
99;3;RELEVANT;SOMEWHAT_RELEVANT
99;4;RELEVANT;SOMEWHAT_RELEVANT
99;5;RELEVANT;RELEVANT
99;6;RELEVANT;RELEVANT
99;7;IRRELEVANT;IRRELEVANT
99;8;SOMEWHAT_RELEVANT;RELEVANT
99;9;IRRELEVANT;IRRELEVANT
99;10;IRRELEVANT;IRRELEVANT
100;1;IRRELEVANT;RELEVANT
100;2;SOMEWHAT_RELEVANT;SOMEWHAT_RELEVANT
100;3;IRRELEVANT;RELEVANT
100;4;RELEVANT;RELEVANT
100;5;IRRELEVANT;SOMEWHAT_RELEVANT
100;6;RELEVANT;RELEVANT
100;7;IRRELEVANT;SOMEWHAT_RELEVANT
100;8;RELEVANT;RELEVANT
100;9;IRRELEVANT;IRRELEVANT
100;10;IRRELEVANT;IRRELEVANT
